pmid	year	title	journal	affiliation	country
25275790	2014	Affinity purification-mass spectrometry and network analysis to understand protein-protein interactions.	Nature protocols	Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, California, USA.	United States
25275465	2014	GIANT: a cytoscape plugin for modular networks.	PloS one	Institute for System Analysis and Computer Science &quot;Antonio Ruberti&quot;, National Research Council, Rome, Italy.	United States
25273109	2014	KDDN: an open-source Cytoscape app for constructing differential dependency networks with significant rewiring.	Bioinformatics (Oxford, England)	Department of Electrical &amp; Computer Engineering, Virginia Tech, Arlington, VA 22203, Departments of Pathology and Oncology, Johns Hopkins University, Baltimore, MD 21231, Research Center for Genetic Medicine, Children's National Medical Center, Washington, DC 20010, Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC 20057 and Department of Medicine, Wake Forest University, Winston-Salem, NC 27157, USA.	United States
25260698	2014	PINBPA: cytoscape app for network analysis of GWAS data.	Bioinformatics (Oxford, England)	School of Computing, Queen's University, 25 Union Street, Goodwin Hall, Kingston, Ontario K7L 3N6, Canada and Department of Neurology, University of California San Francisco, 675 Nelson Rising Lane, Room 215, San Francisco, CA 94158, USA.	England
25257390	2014	Gene expression profiles analysis identifies key genes for acute lung injury in patients with sepsis.	Diagnostic pathology	Department of Thoracic surgery, Putuo Hospital,Shanghai University of Traditional Chinese Medicine, No. 164 Lan Xi Road, Shanghai, 200062, China. 13321990498@189.cn.	England
25254104	2014	GeneMANIA: Fast gene network construction and function prediction for Cytoscape.	F1000Research	Departments of Molecular Genetics and Computer Science, The Donnelly Centre, University of Toronto, Toronto, ON, M5S 3E1, Canada.	England
25254103	2014	WikiPathways App for Cytoscape: Making biological pathways amenable to network analysis and visualization.	F1000Research	Department of Bioinformatics - BiGCaT, Maastricht University, Maastricht, 6229 ER, Netherlands.	United States
25227403	2014	Renal agenesis in Kallmann syndrome: a network approach.	Annals of human genetics	Bar Ilan University, Ramat Gan, Israel.	England
25227254	2014	Analyzing the differentially expressed genes and pathway cross-talk in aggressive breast cancer.	The journal of obstetrics and gynaecology research	Department of Oncology, The First Affiliated Hospital of Nanchang University, Nanchang, China.	Australia
25216767	2014	Looking for complexity in quantitative semiology of frontal and temporal lobe seizures using neuroethology and graph theory.	Epilepsy &amp; behavior : E&amp;B	Neurophysiology and Experimental Neuroethology Laboratory, Physiology Department, Ribeirão Preto School of Medicine, University of São Paulo, USP, Ribeirão Preto, Brazil; Epilepsy Surgery Center, Department of Neuroscience and Behavioral Sciences, Ribeirão Preto School of Medicine, University of São Paulo, USP, Ribeirão Preto, Brazil.	United States
25212755	2014	cddApp: a Cytoscape app for accessing the NCBI conserved domain database.	Bioinformatics (Oxford, England)	Resource for Biocomputing, Visualization, and Informatics, University of California, San Francisco, CA 94143, USA and National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, Bethesda, MD 20894, USA.	United States
25211130	2014	Characterization of transcription factor networks involved in umbilical cord blood CD34+ stem cells-derived erythropoiesis.	PloS one	Department of Pediatrics, Hematology/Oncology Division, Georgia Regents University, Augusta, Georgia, United States of America.	United States
25205120	2014	Text mining and network analysis of molecular interaction in non-small cell lung cancer by using natural language processing.	Molecular biology reports	Department of Hematology and Oncology, China-Japan Union Hospital of Jilin University, Changchun, 130031, Jilin, People's Republic of China.	Netherlands
25199793	2014	Biological network exploration with Cytoscape 3.	Current protocols in bioinformatics	Molecular Behavioral Neuroscience Institute, University of Michigan, Ann Arbor, Michigan.	United States
25199469	2014	Screening of diagnostic markers for osteosarcoma.	Molecular medicine reports	Department of Orthopedics, Changhai Hospital, Shanghai 200433, P.R. China.	Greece
25189652	2014	Investigation of key miRNAs and target genes in bladder cancer using miRNA profiling and bioinformatic tools.	Molecular biology reports	Ministry of Justice, Department of Biology, Council of Forensic Medicine, Istanbul, Turkey, drmuratcanturk@yahoo.com.	Netherlands
25183411	2014	Network analysis of ChIP-Seq data reveals key genes in prostate cancer.	European journal of medical research	Department of Urology, Beijing Friendship Hospital, Capital Medical University, Beijing 100050, China. yuzhangty5@hotmail.com.	England
25182125	2014	Mapping knowledge translation and innovation processes in Cancer Drug Development: the case of liposomal doxorubicin.	Journal of translational medicine	Centro de Fisica Aplicada y Tecnologia Avanzada, Universidad Nacional Autonoma de Mexico, Queretaro, Mexico. meneses@unam.mx.	England
25180703	2014	Proteomic analysis of gastrocnemius muscle in rats with streptozotocin-induced diabetes and chronically exposed to fluoride.	PloS one	Department of Biological Sciences, Bauru Dental School, University of São Paulo, Bauru, São Paulo, Brazil; Department of Genetics and Evolution, Center of Biological Sciences and the Health, Federal University of São Carlos, São Carlos, São Paulo, Brazil.	United States
25177485	2014	KEGGscape: a Cytoscape app for pathway data integration.	F1000Research	Laboratory for Biochemical Simulation, RIKEN Quantitative Biology Center, Osaka, 565-0874, Japan ; JST, National Bioscience Database Center (NBDC), Tokyo, 102-0081, Japan.	England
25172542	2014	Identification of key genes affecting disease free survival time of pediatric acute lymphoblastic leukemia based on bioinformatic analysis.	Blood cells, molecules &amp; diseases	Department of Hematology, The Second Affiliated Hospital in Harbin Medical University, Harbin 150086, China.	United States
25165537	2014	Cytoscape: the network visualization tool for GenomeSpace workflows.	F1000Research	Department of Medicine, University of California, San Diego, La Jolla, 92093-0688, USA.	United States
25153667	2014	FunMod: a Cytoscape plugin for identifying functional modules in undirected protein-protein networks.	Genomics, proteomics &amp; bioinformatics	Department of Control and Computer Engineering, Politecnico di Torino, Torino 10128, Italy. Electronic address: massimo.natale@polito.it.	China
25151173	2014	Hox protein interactions: screening and network building.	Methods in molecular biology (Clifton, N.J.)	Institut des Sciences de la Vie, Université catholique de Louvain, Croix du Sud 4-5 box L7.07.10, Louvain-la-Neuve, 1348, Belgium.	United States
25149502	2014	Biological network inferences for a protection mechanism against familial Creutzfeldt-Jakob disease with E200K pathogenic mutation.	BMC medical genomics	Division of Zoonoses, Center for Immunology and Pathology, National Institute of Health, Korea Center for Disease Control and Prevention, Cheongju-si 363-700, Korea. tenksy@korea.kr.	England
25138169	2014	Pepper: cytoscape app for protein complex expansion using protein-protein interaction networks.	Bioinformatics (Oxford, England)	iSSB, CNRS, University of Evry, Genopole, 5 rue H. Desbruères, 91030 Evry Cedex, France, School of Computing Science, Newcastle University, Newcastle NE1 7RU, UK and UMR 144 CNRS/Institut Curie, 26 rue d'Ulm, Paris, 75248 cedex 05, France iSSB, CNRS, University of Evry, Genopole, 5 rue H. Desbruères, 91030 Evry Cedex, France, School of Computing Science, Newcastle University, Newcastle NE1 7RU, UK and UMR 144 CNRS/Institut Curie, 26 rue d'Ulm, Paris, 75248 cedex 05, France.	England
25134827	2014	KeyPathwayMiner 4.0: condition-specific pathway analysis by combining multiple omics studies and networks with Cytoscape.	BMC systems biology	Max Planck Institute for Informatics, Saarbrücken, Germany. nalcaraz@imada.sdu.dk.	England
25125975	2014	Serum cytokine profiling and enrichment analysis reveal the involvement of immunological and inflammatory pathways in stable patients with chronic obstructive pulmonary disease.	International journal of chronic obstructive pulmonary disease	Department of Physiology, All India Institute of Medical Sciences, New Delhi, India.	Canada
25118911	2014	Differential co-expression analysis of rheumatoid arthritis with microarray data.	Molecular medicine reports	Department of Orthopedics, The Fourth Affiliated Hospital of Harbin Medical University, Harbin, Heilongjiang 150001, P.R. China.	Greece
25116327	2014	Grouping annotations on the subcellular layered interactome demonstrates enhanced autophagy activity in a recurrent experimental autoimmune uveitis T cell line.	PloS one	Department of Immunology, Harbin Medical University, Harbin, China; Infection and Immunity, Key Laboratory of Heilongjiang Province, Harbin, China; College of Bioinformatics Science and Technology, Harbin Medical University, Harbin, China.	United States
25110584	2014	BridgeDb app: unifying identifier mapping services for Cytoscape.	F1000Research	Kravis Center for Molecular Oncology, Memorial Sloan Kettering Cancer Center, New York, NY 10065, USA.	England
25080304	2014	An extended gene protein/products Boolean network model including post-transcriptional regulation.	Theoretical biology &amp; medical modelling	NA	England
25075307	2014	Porting and using PanGIA for Cytoscape 3: challenges and solutions.	F1000Research	University of California, San Diego, La Jolla, CA 92093, USA.	United States
25075306	2014	Enrichment Map - a Cytoscape app to visualize and explore OMICs pathway enrichment results.	F1000Research	The Donnelly Centre, University of Toronto, Toronto, ON M5S 3E1, Canada.	United States
25070821	2014	Identification crucial genes in peripheral neuropathic pain induced by spared nerve injury.	European review for medical and pharmacological sciences	Department of Orthopaedic Surgery, the First Affiliated Hospital of Chongqing Medical University, Chongqing, China. dianming2014@163.com.	Italy
25058310	2014	PANET: a GPU-based tool for fast parallel analysis of robustness dynamics and feed-forward/feedback loop structures in large-scale biological networks.	PloS one	School of Electrical Engineering, University of Ulsan, Ulsan, Republic of Korea.	United States
25058159	2014	iRegulon: from a gene list to a gene regulatory network using large motif and track collections.	PLoS computational biology	Laboratory of Computational Biology, KU Leuven Center for Human Genetics, Leuven, Belgium.	United States
25057483	2014	The human plasma membrane peripherome: visualization and analysis of interactions.	BioMed research international	Department of Cell Biology and Biophysics, Faculty of Biology, University of Athens, Panepistimiopolis, 15701 Athens, Greece.	United States
25055025	2014	Integrative analysis of ocular complications in atherosclerosis unveils pathway convergence and crosstalk.	Journal of receptor and signal transduction research	Division of Biotechnology, Netaji Subhas Institute of Technology , New Delhi , India.	England
25051057	2014	Visualized gene network reveals the novel target transcripts Sox2 and Pax6 of neuronal development in trans-placental exposure to bisphenol A.	PloS one	Department of Biomedical Engineering and Environmental Sciences, National Tsing Hua University, Hsinchu, Taiwan.	United States
25040996	2014	Construction of a protein-protein interaction network for chronic myelocytic leukemia and pathway prediction of molecular complexes.	Asian Pacific journal of cancer prevention : APJCP	WeiFang Traditional Chinese Hospital, China E-mail : zhongliuyike@163.com.	Thailand
25003364	2014	Identification of biological targets of therapeutic intervention for diabetic nephropathy with bioinformatics approach.	Experimental and clinical endocrinology &amp; diabetes : official journal, German Society of Endocrinology [and] German Diabetes Association	Department of Nephrology, The Second Hospital of Shandong University, Jinan, Shandong Province, China.	Germany
25002203	2014	eXamine: exploring annotated modules in networks.	BMC bioinformatics	Eindhoven University of Technology, Den Dolech 2, 5600 MB, Eindhoven, The Netherlands. m.a.westenberg@tue.nl.	England
24993113	2014	Key genes associated with osteoporosis revealed by genome wide gene expression analysis.	Molecular biology reports	Department of Orthopedics, Shanghai Institute of Traumatology and Orthopedics, Ruijin Hospital, Shanghai Jiaotong University School of Medicine, 197 Ruijin Er Rd, Shanghai, 200025, People's Republic of China.	Netherlands
24969630	2014	Identification of key genes and crucial modules associated with coronary artery disease by bioinformatics analysis.	International journal of molecular medicine	Department of Cardiology, Third Affiliated Hospital of Nanchang University, Nanchang, Jiangxi 330008, P.R. China.	Greece
24959249	2014	Bioinformatics analyses combined microarray identify the deregulated microRNAs in oral cancer.	Oncology letters	Department of Oral and Maxillofacial Surgery, Jinan Stomatologic Hospital, Jinan, Shandong 250010, P.R. China ; School of Stomatology, Shandong University, Jinan, Shandong 250010, P.R. China.	Greece
24949626	2014	IIS--Integrated Interactome System: a web-based platform for the annotation, analysis and visualization of protein-metabolite-gene-drug interactions by integrating a variety of data sources and tools.	PloS one	Laboratório Nacional de Biociências, Centro Nacional de Pesquisa em Energia e Materiais, Campinas, São Paulo, Brazil; Laboratório de Genômica e Expressão, Departamento de Genética e Evolução, Instituto de Biologia, Unicamp, Campinas, São Paulo, Brazil.	United States
24911777	2014	Pathway and network analysis in proteomics.	Journal of theoretical biology	Institute of Biopharmaceutical Informatics and Technology, Wenzhou Medical University, Wenzhou, Zhejiang Province, China; School of Informatics and Computing, Indiana University-Purdue University, Indianapolis, IN 46202, USA; Institute for Systems Biology, Seattle, WA 98109, USA.	United States
24895587	2014	Network of microRNAs-mRNAs interactions in pancreatic cancer.	BioMed research international	Liver and Pancreatobiliary Diseases Research Center, Digestive Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran.	United States
24886659	2014	Network analysis identifies protein clusters of functional importance in juvenile idiopathic arthritis.	Arthritis research &amp; therapy	NA	England
24867915	2014	Mechanisms for the adverse effects of late gestational increases in maternal cortisol on the heart revealed by transcriptomic analyses of the fetal septum.	Physiological genomics	Department of Pharmacodynamics, University of Florida, Gainesville, Florida; and esumners@cop.ufl.edu.	United States
24862384	2014	C2Analyzer: Co-target-co-function analyzer.	Genomics, proteomics &amp; bioinformatics	West Bengal University of Technology, Kolkata 700064, India.	China
24859971	2014	Screening of critical genes in lung adenocarcinoma via network analysis of gene expression profile.	Pathology oncology research : POR	Department of Thoracic Surgery, Shanghai Chest Hospital, Shanghai Jiao Tong University, NO.241 Huaihaixi Road, Shanghai, 200030, People's Republic of China.	Netherlands
24838641	2014	Transduction motif analysis of gastric cancer based on a human signaling network.	Brazilian journal of medical and biological research = Revista brasileira de pesquisas medicas e biologicas	Department of Gastroenterology, Fuzhou General Hospital of Nanjing Command, Fuzhou, China.	Brazil
24830558	2014	The G protein-coupled receptor heterodimer network (GPCR-HetNet) and its hub components.	International journal of molecular sciences	Department of Neuroscience, Karolinska Institutet, Retzius väg 8, 17177 Stockholm, Sweden. dasiel.borroto.escuela@ki.se.	Switzerland
24829448	2014	ToppMiR: ranking microRNAs and their mRNA targets based on biological functions and context.	Nucleic acids research	Department of Computer Science, University of Cincinnati, Cincinnati, OH 45221, USA Division of Biomedical Informatics, Cincinnati Children's Hospital Medical Center, Cincinnati, OH 45229, USA.	United States
24788790	2014	ModuleRole: a tool for modulization, role determination and visualization in protein-protein interaction networks.	PloS one	MOE Key Laboratory of Bioinformatics; Bioinformatics Division and Center for Synthetic &amp; Systems Biology, TNLIST, Department of Automation, Tsinghua University, Beijing, People's Republic of China.	United States
24763884	2014	Identified differently expressed genes in renal cell carcinoma by using multiple microarray datasets running head: differently expressed genes in renal cell carcinoma.	European review for medical and pharmacological sciences	Department of Urinary Surgery, Affiliated Hospital of Luzhou Medical College in Sichuan Province, Luzhou, China. yongcheng1231@126.com.	Italy
24754179	2014	[Network pharmacology study on major active compounds of siwu decoction analogous formulae for treating primary dysmenorrhea of gynecology blood stasis syndrome].	Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica	NA	China
24743993	2014	Identifying stem cell gene expression patterns and phenotypic networks with AutoSOME.	Methods in molecular biology (Clifton, N.J.)	Institute for Stem Cell Biology and Regenerative Medicine, Stanford University School of Medicine, Stanford, CA, USA, amnewman@stanford.edu.	United States
24736319	2014	Network analysis of inflammatory genes and their transcriptional regulators in coronary artery disease.	PloS one	Mary and Garry Weston Functional Genomics Unit, Thrombosis Research Institute, Bengaluru, Karnataka, India.	United States
24728565	2014	Uncovering the pathogenesis and identifying novel targets of pancreatic cancer using bioinformatics approach.	Molecular biology reports	Department of Gastroenterology, The Fourth Affiliated Hospital of Harbin Medical University, No. 37 Yiyuan Street, Nangang District, Harbin, 150001, Heilongjiang, China.	Netherlands
24724603	2014	Meningioma protein-protein interaction network.	Archives of Iranian medicine	Faculty of Paramedical Sciences, Shahid Beheshti University of Medical Sciences, Tehran, Iran.rezaei.tavirani@ibb.ut.ac.ir.	Iran
24718810	2014	Module-based functional pathway enrichment analysis of a protein-protein interaction network to study the effects of intestinal microbiota depletion in mice.	Molecular medicine reports	Department of General Surgery, Shanghai Jiao Tong University Affiliated Sixth People's Hospital, Shanghai 200233, P.R. China.	Greece
24713438	2014	MetDisease--connecting metabolites to diseases via literature.	Bioinformatics (Oxford, England)	Department of Computational Medicine and Bioinformatics, University of Michigan, Ann Arbor, MI 48109, USA Departments of Medicine and Bioengineering, University of California, San Diego, La Jolla, CA 92093, USA and Department of Internal Medicine, University of Michigan, Ann Arbor, MI 48109, USA.	United States
24713437	2014	HyperModules: identifying clinically and phenotypically significant network modules with disease mutations for biomarker discovery.	Bioinformatics (Oxford, England)	The Donnelly Centre, University of Toronto, 160 College Street, M5S 3E1 Toronto, Ontario, Canada.	United States
24700371	2014	CDK2 and CDK4 play important roles in promoting the proliferation of SKOV3 ovarian carcinoma cells induced by tumor-associated macrophages.	Oncology reports	Department of Obstetrics and Gynecology, The First Affiliated Hospital of Harbin Medical University, Harbin, Heilongjiang 150001, P.R. China.	Greece
24695521	2014	RNA-Seq and microarrays analyses reveal global differential transcriptomes of Mesorhizobium huakuii 7653R between bacteroids and free-living cells.	PloS one	State Key Laboratory of Agricultural Microbiology, Huazhong Agricultural University, Wuhan, Hubei, P. R. China.	United States
24668670	2014	Module function and two-way clustering analysis of Epstein-Barr virus-related nasopharyngeal cancer.	Genetics and molecular research : GMR	Department of Otorhinolaryngology and Head &amp; Neck Surgery, West China Hospital, Cheng Du, Sichuan, China.	Brazil
24615040	2014	Screening of key genes of unruptured intracranial aneurysms by using DNA microarray data analysis techniques.	Genetics and molecular research : GMR	Department of Neurosurgery, Ren Ji Hospital, Shanghai Jiao Tong University, Shanghai, China.	Brazil
24603189	2014	Revealing the underlying mechanism of ischemia reperfusion injury using bioinformatics approach.	Kidney &amp; blood pressure research	Department of kidney, Southwest hospital of Third Military Medical University, Chongqing City, 400038, China.	Switzerland
24586448	2014	Node interference and robustness: performing virtual knock-out experiments on biological networks: the case of leukocyte integrin activation network.	PloS one	Center for BioMedical Computing (CBMC), University of Verona, Verona, Italy.	United States
24578538	2014	PARK2 and proinflammatory/anti-inflammatory cytokine gene interactions contribute to the susceptibility to leprosy: a case-control study of North Indian population.	BMJ open	School of Biotechnology, Shri Mata Vaishno Devi University, Katra, Jammu &amp; Kashmir, India.	England
24577727	2014	Modular analysis of bioinformatics demonstrates a critical role for NF-κB in macrophage activation.	Inflammation	Central Laboratory, The First Affiliated Hospital of Harbin Medical University, Harbin, 150001, Heilongjiang, People's Republic of China.	United States
24573512	2014	RASSF1A promotes apoptosis and suppresses the proliferation of ovarian cancer cells.	International journal of molecular medicine	Department of Gynaecology and Obstetrics, Shengjing Hospital of China Medical University, Shenyang, Liaoning 110004, P.R. China.	Greece
24452951	2014	Identification of typical miRNAs and target genes in hepatocellular carcinoma by DNA microarray technique.	European review for medical and pharmacological sciences	Department of General Surgery, Changhai Hospital, Shanghai, China. yijie06@medmail.com.cn  	Italy
24452942	2014	Screening of genes related to acute coronary syndrome and identification of functional modules in the PPI network.	European review for medical and pharmacological sciences	Department of Traditional Chinese Medicine, Renji Hospital, Shanghai Jiaotong University School of Medicine, Shanghai, China. lihe1972@hotmail.com.	Italy
24443383	2014	ProbMetab: an R package for Bayesian probabilistic annotation of LC-MS-based metabolomics.	Bioinformatics (Oxford, England)	LabPIB, Department of Computing and Mathematics FFCLRP-USP, University of Sao Paulo, Ribeirao Preto, Brazil, INRA UMR1331, Toxalim, Research Centre in Food Toxicology, Universit de Toulouse, INSA, UPS, INP; LISBP, Toulouse, France, Institute for Systems Biology, Seattle, Washington, USA, CNRS, UMR5504, Toulouse, France, Department of Genetics ESALQ-USP, University of Sao Paulo, Piracicaba, Brazil and Laboratorio Nacional de Ciencia e Tecnologia do Bioetanol CTBE, Campinas, Brazil.	England
24430173	2014	A gene pathway analysis highlights the role of cellular adhesion molecules in multiple sclerosis susceptibility.	Genes and immunity	UPMC-INSERM-UMR_S 1127-CNRS UMR7225, Paris, France.	United Kingdom
24418523	2014	Colorectal cancer candidate biomarkers identified by tissue secretome proteome profiling.	Journal of proteomics	Department of Pathology (Tumor Profiling Unit), VU University Medical Center, Amsterdam, The Netherlands; Department of Medical Oncology (OncoProteomics Laboratory), VU University Medical Center, Amsterdam, The Netherlands.	Netherlands
24398765	2014	Revealing the molecular mechanism of colorectal cancer by establishing LGALS3-related protein-protein interaction network and identifying signaling pathways.	International journal of molecular medicine	Economics Division, School of Social and International Studies, University of Bradford, Bradford BD7 1DP, UK.	Greece
26594322	2014	Biological network analysis with CentiScaPe: centralities and experimental dataset integration.	F1000Research	Center for Biomedical Computing, University of Verona, Verona, 37134, Italy.	England
25948119	2014	Identification by microarray technology of key genes involved in the progression of carotid atherosclerotic plaque.	Genes &amp; genetic systems	1Department of Neurosurgery, China-Japan Union Hospital of Jilin University, Changchun, Jilin, 130033; 2. Department of Neurosurgery, The Affiliated Hospital of Inner Mongolia National University, Tongliao, Inner Mongolia, 028000, China.	Japan
24366584	2013	Screening for transcription factors and their regulatory small molecules involved in regulating the functions of CL1-5 cancer cells under the effects of macrophage-conditioned medium.	Oncology reports	Department of Surgery, The First Affiliated Hospital of Harbin Medical University, Harbin, Heilongjiang 150001, P.R. China.	Greece
24363376	2013	JEPETTO: a Cytoscape plugin for gene set enrichment and topological analysis based on interaction networks.	Bioinformatics (Oxford, England)	Institute of Systems &amp; Synthetic Biology, University of Evry Val-d'Essonne, 91000 Evry, France and School of Computing Science, Newcastle University, Newcastle NE1 7RU, UK.	England
24340000	2013	CyTargetLinker: a cytoscape app to integrate regulatory interactions in network analysis.	PloS one	Department of Bioinformatics - BiGCaT, NUTRIM School for Nutrition, Toxicology and Metabolism, University of Maastricht, Maastricht, The Netherlands ; Netherlands Consortium for Systems Biology (NCSB), Amsterdam, The Netherlands.	United States
24338419	2013	Screening for feature genes associated with hereditary hemochromatosis and functional analysis with DNA microarrays.	Genetics and molecular research : GMR	Department of Hematology, Institute of Surgery Research, Daping Hospital, Third Military Medical University, Chongqing, China wangjinwwjjsh@hotmail.com.	Brazil
24304957	2013	[Expression and bioinformatic analysis of miR-29 family, target gene IFN-γ in CD4(+) T cells from subjects with latent tuberculosis infection].	Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine]	Department of Laboratory Medicine,Affiliated Hospital of Weifang Medical University &amp; Key Laboratory of Clinical Laboratory Diagnostics in Universities of Shandong, Weifang 261031, China.	China
24290289	2013	Nasal mucus proteomic changes reflect altered immune responses and epithelial permeability in patients with allergic rhinitis.	The Journal of allergy and clinical immunology	ENT-University Hospital, Medical University of Graz, Graz, Austria. Electronic address: peter.tomazic@medunigraz.at.	United States
24280356	2013	Ets-1 global gene expression profile reveals associations with metabolism and oxidative stress in ovarian and breast cancers.	Cancer &amp; metabolism	Department of Medical Science, McMaster University, 1280 Main Street W, Hamilton, Ontario L8N 3Z5, Canada. gurmit.singh@jcc.hhsc.ca.	England
24265686	2013	PANADA: protein association network annotation, determination and analysis.	PloS one	Department of Biology, University of Padova, Padova, Italy.	United States
24254565	2013	Gene expression signature analysis and protein-protein interaction network construction of spinal cord injury.	European review for medical and pharmacological sciences	Department of Orthopedics, The 98th Military Hospital, Huzhou, Zhejiang Province, China. tanjunming98@gmail.com.	Italy
24233784	2013	Integrating in silico resources to map a signaling network.	Methods in molecular biology (Clifton, N.J.)	Fox Chase Cancer Center, Philadelphia, PA, USA.	United States
24225050	2013	3DScapeCS: application of three dimensional, parallel, dynamic network visualization in Cytoscape.	BMC bioinformatics	Chinese Academy of Sciences Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100190, People's Republic of China. liuxueting_cn@hotmail.com.	England
24222250	2013	Protein-protein interaction network and significant gene analysis of osteoporosis.	Genetics and molecular research : GMR	School of Biomedical Engineering, Fourth Military Medical University, Xi'an, Shaanxi, China.	Brazil
24217020	2013	Construction and application of a protein interaction map for white spot syndrome virus (WSSV).	Molecular &amp; cellular proteomics : MCP	Center of Excellence for Shrimp Molecular Biology and Biotechnology (Centex Shrimp), Mahidol University, Rama VI Rd., Bangkok, 10400, Thailand;	United States
24206562	2013	CellFateScout - a bioinformatics tool for elucidating small molecule signaling pathways that drive cells in a specific direction.	Cell communication and signaling : CCS	Institute for Biostatistics and Informatics in Medicine and Ageing Research, University of Rostock, Ernst Heydemann Strasse 8, D-18057 Rostock, Germany. fuellen@uni-rostock.de.	England
24198161	2013	Study of differential effects of TGF-beta3/BMP2 on chondrogenesis in MSC cells by gene microarray data analysis.	Molecular and cellular biochemistry	School of Pharmacy, Shanghai Jiao Tong University, 800 Dongchuan Road, Shanghai, 200240, China.	Netherlands
24156242	2013	VAN: an R package for identifying biologically perturbed networks via differential variability analysis.	BMC research notes	School of Mathematics and Statistics, The University of Sydney, Sydney, NSW, Australia. jean.yang@sydney.edu.au.	England
24155070	2013	Effect of curcumin on aged Drosophila melanogaster: a pathway prediction analysis.	Chinese journal of integrative medicine	Institute of Basic Theory, China Academy of Chinese Medical Sciences, Beijing, 100700, China, zzgtcm@163.com.	China
24148319	2013	Comparative analysis of resistant and susceptible macrophage gene expression response to Leishmania major parasite.	BMC genomics	Institut Pasteur de Tunis, Parasitologies medicales biotechnologies et Biomolecules, 13, Place Pasteur - B, P, 74,, 1002 Tunis-Belvedere, Tunisia. lamia.guizani@Pasteur.rns.tn.	England
24146757	2013	SIDD: a semantically integrated database towards a global view of human disease.	PloS one	Center for Bioinformatics, School of Computer Science and Technology, Harbin Institute of Technology, Harbin, Heilongjiang, China.	United States
24109950	2013	Comparison of functional network integrity in TBI and orthopedic controlpatientsusing graph-theoretical analysis.	Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual Conference	NA	United States
24089221	2013	Bioinformatic analysis of microarray data reveals several key genes related to heart failure.	European review for medical and pharmacological sciences	Department of Cardiovascular and Thoracic Surgery, Shanghai East Hospital, Tongji University School of Medicine, Shanghai, China. frankfan@tongji.edu.cn  	Italy
24083701	2013	Screening of differentially expressed genes related to bladder cancer and functional analysis with DNA microarray.	Asian Pacific journal of cancer prevention : APJCP	Department of Pediatric Surgery, West China Hospital of Sichuan University, Chengdu, China E-mail : adamshyd@163.com.	Thailand
24051510	2013	Molecular and gene network analysis of thyroid transcription factor 1 (TTF1) and enhanced at puberty (EAP1) genes in patients with GnRH-dependent pubertal disorders.	Hormone research in paediatrics	Unidade de Endocrinologia do Desenvolvimento, Disciplina de Endocrinologia da Faculdade de Medicina da Universidade de São Paulo e Laboratório de Hormônios e Genética Molecular LIM/42, São Paulo, Brazil.	United States
24009617	2013	Navigating the transcriptional roadmap regulating plant secondary cell wall deposition.	Frontiers in plant science	Department of Genetics, Forestry and Agricultural Biotechnology Institute, University of Pretoria Pretoria, South Africa.	Switzerland
23994140	2013	Immune signal transduction in leishmaniasis from natural to artificial systems: role of feedback loop insertion.	Biochimica et biophysica acta	National Centre for Cell Science, NCCS Complex, Ganeshkhind, Pune University Campus, Pune 411007, India.	Netherlands
25509360	2013	NA	Molekuliarnaia biologiia	NA	Russia (Federation)
23967151	2013	Meta-analysis of genetic programs between idiopathic pulmonary fibrosis and sarcoidosis.	PloS one	Clinical Laboratory, Beijing Chao-Yang Hospital, Capital Medical University, Beijing, China.	United States
23964737	2013	Unraveling the phosphoproteome dynamics in mammal mitochondria from a network perspective.	Journal of proteome research	QOPNA, Department of Chemistry, University of Aveiro , 3810-193 Aveiro, Portugal.	United States
23956138	2013	Characterization of the EGFR interactome reveals associated protein complex networks and intracellular receptor dynamics.	Proteomics	Department of Clinical Pharmacy, Institute of Pharmacy, Ernst-Moritz-Arndt-University Greifswald, Greifswald, Germany.	Germany
23948412	2013	[Expression and function prediction of miR-618 in sputa and sera of patients with pulmonary tuberculosis].	Xi bao yu fen zi mian yi xue za zhi = Chinese journal of cellular and molecular immunology	Department of Laboratory Medicine, Weifang Medical University, Weifang, China. fuyizhengjun@163.com	China
23908262	2013	SPNConverter: a new link between static and dynamic complex network analysis.	Bioinformatics (Oxford, England)	Group of Clinical Genomic Networks, Key Laboratory of Computational Biology, CAS-MPG Partner Institute for Computational Biology, Shanghai Institutes for Biological Sciences, Shanghai, PR China and Division of Community Health Sciences, St. George's University of London, Cranmer Terrace, London, SW17 0RE, UK.	England
23908249	2013	Facilitating the use of large-scale biological data and tools in the era of translational bioinformatics.	Briefings in bioinformatics	NA	England
