pmid	year	title	journal	affiliation	country
24007710	2013	Intrauterine growth restriction: screening, diagnosis, and management.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	NA	Netherlands
24005070	2013	[The health of adolescents in Switzerland].	Praxis	Unité multidisciplinaire de santé des adolescents, CHUV Lausanne. Pierre-Andre.Michaud@unil.ch	Switzerland
23997389	2013	Reliability and validity of a weight-bearing measure of ankle dorsiflexion range of motion.	Physiotherapy Canada. Physiotherapie Canada	Fowler Kennedy Sport Medicine Clinic.	Canada
23940407	2013	Interventions for common perinatal mental disorders in women in low- and middle-income countries: a systematic review and meta-analysis.	Bulletin of the World Health Organization	Institute of Psychology, Health and Society, University of Liverpool, Alder Hey Children's Hospital, Mulberry House, Eaton Road, Liverpool, L12 2AP, England. atif.rahman@liverpool.ac.uk	Switzerland
23904640	2013	Free proximal cortical ulnar autograft for the treatment of distal radial osteosarcoma in a dog.	The Canadian veterinary journal = La revue veterinaire canadienne	Clinique Vétérinaire du Dr. Bardet: 32, rue Pierret 92200 Neuilly-sur-Seine, France. estevegg@hotmail.com	Canada
23904637	2013	Animal control measures and their relationship to the reported incidence of dog bites in urban Canadian municipalities.	The Canadian veterinary journal = La revue veterinaire canadienne	Animal Welfare Program, University of British Columbia, 2357 Main Mall, Vancouver, British Columbia V6T 1Z4, Canada. nancy.clarke@ubc.ca	Canada
23883493	2013	Physicians' awareness of cytoreductive surgery and hyperthermic intraperitoneal chemotherapy for colorectal cancer carcinomatosis.	Canadian journal of surgery. Journal canadien de chirurgie	Department of Medicine, University of Toronto, Toronto, Ont.	Canada
23876638	2013	Maternal mortality and its correlates: practical implications of data analysis across multiple countries.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Department of Economics, University of Regina, Regina SK.	Netherlands
23876636	2013	Perspectives of family physicians on the care of uninsured pregnant women.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Université de Montréal, Montreal QC.	Netherlands
23870781	2013	Health professionals working with First Nations, Inuit, and Métis consensus guideline.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	NA	Netherlands
23825882	2013	Reaching the poor with adequately iodized salt through the Supplementary Nutrition Programme and Midday Meal Scheme in Madhya Pradesh, India.	Bulletin of the World Health Organization	Child Development and Nutrition Programme, United Nations Children's Fund, UNICEF House, 73 Lodi Estate, New Delhi, 110 003 India. jhrah@unicef.org	Switzerland
23825877	2013	The global burden of congenital toxoplasmosis: a systematic review.	Bulletin of the World Health Organization	Section of Epidemiology, Vetsuisse Faculty, University of Zurich, Winterthurestrasse 270, 8057 Zürich, Switzerland. paul.torgerson@access.uzh.ch	Switzerland
23825874	2013	Willingness to pay for methadone maintenance treatment in Vietnamese epicentres of injection-drug-driven HIV infection.	Bulletin of the World Health Organization	Institute for Preventive Medicine and Public Health, Hanoi Medical University, Hanoi, Viet Nam. bach@hmu.edu.vn	Switzerland
23823744	2013	[Does emergency vaccination make sense as a supporting element in control of foot-and-mouth disease in Switzerland].	Schweizer Archiv fur Tierheilkunde	Bundesamt für Veterinärwesen BVET, Liebefeld, 3003 Bern. daniela.hadorn@bvet.admin.ch	Switzerland
26393012	2013	High loss to follow-up following obstetric fistula repair surgery in rural Burundi: is there a way forward?	Public health action	Médecins Sans Frontières (MSF), Operational Center Brussels, Burundi-Gitega, Burundi.	France
23756279	2013	Abnormal uterine bleeding in pre-menopausal women.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	NA	Netherlands
23756277	2013	Sacral colpopexy versus transvaginal mesh colpopexy in obese patients.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Female Pelvic Medicine and Reconstructive Surgery, Department of Obstetrics and Gynaecology, St. Michael's Hospital, University of Toronto, Toronto ON.	Netherlands
23756272	2013	Multidisciplinary management of invasive placenta previa.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	The Invasive Placenta Team, Mount Sinai Hospital, University of Toronto, Toronto ON.	Netherlands
23735459	2013	Status report--enhancing the Canadian Best Practices Portal.	Chronic diseases and injuries in Canada	Public Health Agency of Canada, Ottawa, Ontario, Canada.	Canada
23729955	2013	Professional Satisfaction and Desire to Emigrate among Nigerian Physiotherapists.	Physiotherapy Canada. Physiotherapie Canada	Department of Physiotherapy, University of Maiduguri, Maiduguri, Borno, Nigeria.	Canada
23716640	2013	VisANT 4.0: Integrative network platform to connect genes, drugs, diseases and therapies.	Nucleic acids research	Center for Advanced Genomic Technology, Bioinformatics Program, Boston University, Boston, MA 02215, USA. zhenjun.hu@gmail.com	United States
23678195	2013	Breastfeeding rates in central and western China in 2010: implications for child and population health.	Bulletin of the World Health Organization	United Nations Children's Fund China Country Office, 12 Sanlitun Lu, Beijing 100600, China.	Switzerland
23667365	2013	Letters from ainsworth: contesting the 'organization' of attachment.	Journal of the Canadian Academy of Child and Adolescent Psychiatry = Journal de l'Academie canadienne de psychiatrie de l'enfant et de l'adolescent	Institute of Neuroscience, Newcastle University, Newcastle upon Tyne, United Kingdom.	Canada
23667360	2013	Children with Autism and Attention Difficulties: A Pilot Study of the Association between Sensory, Motor, and Adaptive Behaviors.	Journal of the Canadian Academy of Child and Adolescent Psychiatry = Journal de l'Academie canadienne de psychiatrie de l'enfant et de l'adolescent	Centre hospitalier affilié universitaire (CHAU) Hôtel Dieu de Lévis, Lévis, Québec ; Département de réadaptation, Université Laval, Québec City, Québec.	Canada
23599549	2013	The effectiveness of policies for reducing dietary trans fat: a systematic review of the evidence.	Bulletin of the World Health Organization	Menzies Centre for Health Policy, Victor Coppleson Building (D02), University of Sydney, Sydney, NSW 2006, Australia. shauna.downs@sydney.edu.au	Switzerland
23554527	2013	Arguments in favour of compulsory treatment of opioid dependence.	Bulletin of the World Health Organization	National Centre for AIDS/STD Control and Prevention, Chinese Center for Disease Control and Prevention, 155 Changbai Road, Changping District, Beijing, 102206, China. wuzunyou@chinaaids.cn	Switzerland
23554523	2013	Mortality among people who inject drugs: a systematic review and meta-analysis.	Bulletin of the World Health Organization	The Kirby Institute, University of New South Wales, Sydney, NSW 2052, Australia. bmathers@kirby.unsw.edu.au	United Kingdom
26393004	2013	Universal health coverage in a regional Nepali hospital: who is exempted from payment?	Public health action	Nepal Health Sector Support Programme, Mid-Western Regional Health Directorate, Surkhet, Nepal.	France
23476091	2013	Evaluation, in three provinces, of the introduction and impact of China's National Essential Medicines Scheme.	Bulletin of the World Health Organization	National Center for Women and Children's Health, China Centers for Disease Control, Beijing, China.	Switzerland
23467669	2013	Before-and-After Study of Interruptions in a Pharmacy Department.	The Canadian journal of hospital pharmacy	is a research assistant with the Pharmacy Practice Research Unit, Centre hospitalier universitaire Sainte-Justine, Montréal, Quebec, and a pharmacy intern at Université Paris Sud XI, Paris, France, where she is also a DPharm candidate.	Canada
23449757	2013	The Diagnostic Validity of Clinical Tests in Temporomandibular Internal Derangement: A Systematic Review and Meta-analysis.	Physiotherapy Canada. Physiotherapie Canada	School of Physiotherapy, University of Western Ontario, London, Ont.	Canada
23397353	2013	Eliminating mother-to-child HIV transmission in South Africa.	Bulletin of the World Health Organization	School of Public Health, Faculty of Health Sciences, University of the Witwatersrand, York Road, Johannesburg, Gauteng 2193, South Africa. pbarron@iafrica.com	Switzerland
23397351	2013	Aid for Trade: an opportunity to increase fruit and vegetable supply.	Bulletin of the World Health Organization	Menzies Centre for Health Policy, School of Public Health, University of Sydney, Victor Coppleson Building D02, Sydney, NSW 2006, Australia. annemarie.thow@sydney.edu.au	Switzerland
23397347	2013	Effect of vitamin A supplementation on cause-specific mortality in women of reproductive age in Ghana: a secondary analysis from the ObaapaVitA trial.	Bulletin of the World Health Organization	Faculty of Epidemiology and Population Health, London School of Hygiene and Tropical Medicine, Keppel Street, London WC1E 7HT, England. lisa.hurt@lshtm.ac.uk	Switzerland
23397346	2013	Setting research priorities for adolescent sexual and reproductive health in low- and middle-income countries.	Bulletin of the World Health Organization	Johns Hopkins Bloomberg School of Public Health, Department of Population, Family and Reproductive Health, 615 N Wolfe Street, Baltimore, MD 21205, United States of America. mhindin@jhsph.edu	Switzerland
24975354	2013	Management of paediatric tuberculosis in provincial and district hospitals in Afghanistan.	Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit	NA	Egypt
24975353	2013	High tuberculosis treatment success in Kabul, Afghanistan despite high patient transfers out.	Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit	NA	Egypt
26392969	2012	Severe acute maternal morbidity and associated deaths in conflict and post-conflict settings in Africa.	Public health action	Médecins Sans Frontières (MSF), Operational Centre Brussels, Brussels, Belgium.	France
23192546	2012	Analysis strategy of protein-protein interaction networks.	Methods in molecular biology (Clifton, N.J.)	Bioinformatics Program, Boston University, Boston, MA, USA. zjhu@bu.edu	United States
21725060	2011	Visualization and biochemical analyses of the emerging mammalian 14-3-3-phosphoproteome.	Molecular &amp; cellular proteomics : MCP	MRC Protein Phosphorylation Unit, College of Life Sciences, University of Dundee, James Black Centre, Dow Street, Dundee DD1 5EH, Scotland, UK.	United Kingdom
22081596	2010	Robust gene network analysis reveals alteration of the STAT5a network as a hallmark of prostate cancer.	Genome informatics. International Conference on Genome Informatics	BioMaPS Institute, Rutgers University, Piscataway, NJ, USA. anupamar@gmail.com.	Japan
19919945	2009	Gene expression profile of fibrovascular membranes from patients with proliferative diabetic retinopathy.	The British journal of ophthalmology	Department of Ophthalmology, Kyushu University Graduate School of Medical Sciences, Fukuoka, Japan. yosida@eye.med.kyushu-u.ac.jp	England
19465394	2009	VisANT 3.5: multi-scale network visualization, analysis and inference based on the gene ontology.	Nucleic acids research	Center for Advanced Genomic Technology, Program in Bioinformatics, Boston University, Boston, MA 02215, USA. zhenjun.hu@gmail.com	United States
18513408	2008	Classifying transcription factor targets and discovering relevant biological features.	Biology direct	Molecular Biology Cell Biology and Biochemistry Department, Boston University, 5 Cummington Street, Boston, MA, USA. HollowayDT@gmail.com	United States
18463131	2008	VisANT: an integrative framework for networks in systems biology.	Briefings in bioinformatics	Bioinformatics Program, Boston University, 24 Cummington Street, Boston, MA 02115, USA.	United States
18428738	2008	Analyzing networks with VisANT.	Current protocols in bioinformatics	Boston University, Boston, Massachusetts, USA.	United States
17720984	2007	Tools for visually exploring biological networks.	Bioinformatics (Oxford, England)	McGill Centre for Bioinformatics, 3775 University Street, Montreal, QCH3A 2B4, Canada. msuder@mcb.mcgill.ca	England
17586824	2007	VisANT 3.0: new modules for pathway visualization, editing, prediction and construction.	Nucleic acids research	Center for Advanced Genomic Technology, Boston University, Boston, MA 02215, USA.	United States
24223009	2005	Primary unilateral and bilateral cleft lip and nose in an older population.	The Canadian journal of plastic surgery = Journal canadien de chirurgie plastique	New Westminster, British Columbia.	Canada
15980487	2005	VisANT: data-integrating visual framework for biological networks and modules.	Nucleic acids research	Program in Bioinformatics and Systems Biology, Boston University, 44 Cummington Street, Boston, MA 02215, USA.	United States
15028117	2004	VisANT: an online visualization and analysis tool for biological interaction data.	BMC bioinformatics	Bioinformatics Program, Boston University, Boston, MA 02215, USA. zjhu@bu.edu	United States
24115895	2004	Absence of capsular contracture in 319 consecutive augmentation mammaplasties: Dependent drains as a possible factor.	The Canadian journal of plastic surgery = Journal canadien de chirurgie plastique	L'Institut Canadien de Chirurgie Esthétique and Department of surgery, Centre Hospitalier de LaChine, Montreal, Quebec;	Canada
24115847	2003	Reducing patient discomfort during digital blockade: The subcutaneous single injection digital block - A simple, safe and fast procedure.	The Canadian journal of plastic surgery = Journal canadien de chirurgie plastique	Centre de Chirurgie de la Main et de Microchirurgie, Clinique du Parc Léopold, 38 rue Froissart, 1040 Brussels, Belgium; ; Department of Plastic and Reconstructive Surgery, University of Montreal, Quebec.	Canada
